show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s833,Movie,Hidden Empire 833,Spike Lee,"Florence Pugh, Shah Rukh Khan, Tom Hardy, Mahershala Ali",France,"March 26, 2017",1998,PG,49 min,"Comedies, British TV Shows, Independent Movies",A movie about survival set in France.
s834,TV Show,Silent Code 834,Mira Nair,,United States,"October 02, 2019",2006,R,4 Season,Comedies,A tv show about crime set in United States.
s835,TV Show,Eternal Whisper 835,Anurag Kashyap,"Song Kang-ho, Deepika Padukone, Lupita Nyong'o, Viola Davis, Zendaya",,"September 07, 2011",1996,TV-PG,1 Season,Stand-Up Comedy,A tv show about crime set in an unnamed place.
s836,TV Show,Iron Whisper 836,,"Florence Pugh, Viola Davis, Song Kang-ho, Riz Ahmed",China,"December 07, 2013",1993,TV-PG,6 Season,"Sci-Fi & Fantasy, Korean TV Shows",A tv show about love set in China.
s837,TV Show,Midnight Shadow 837,Martin Scorsese,"Lupita Nyong'o, Riz Ahmed, Viola Davis",China,"March 07, 2011",2019,TV-Y7,9 Season,Comedies,A tv show about love set in China.
s838,TV Show,Iron Kingdom 838,Mira Nair,"Song Kang-ho, Tilda Swinton, Daniel Kaluuya",Turkey,"March 31, 2020",2011,TV-Y7,8 Season,"Horror Movies, Reality TV",A tv show about crime set in Turkey.
s839,TV Show,Dark Legacy 839,,"Riz Ahmed, Tom Hardy, Idris Elba, Song Kang-ho",Egypt,"July 06, 2008",2021,NR,9 Seasons,"TV Comedies, Action & Adventure",A tv show about survival set in Egypt.
s840,Movie,Lost Shadow 840,Spike Lee,"Saoirse Ronan, Riz Ahmed, Florence Pugh, Tom Hardy, Idris Elba",Italy,"November 22, 2009",2000,PG,128 min,"Romantic Movies, Comedies, TV Comedies",A movie about power set in Italy.
s841,TV Show,Eternal Empire 841,Pedro Almodovar,"Lupita Nyong'o, Penelope Cruz",United Kingdom,"November 28, 2011",1994,TV-PG,6 Seasons,"Music & Musicals, International Movies",A tv show about identity set in United Kingdom.
s842,Movie,Sacred Hour 842,Hayao Miyazaki,"Tom Hardy, Shah Rukh Khan, Zendaya, Daniel Kaluuya",India,"February 25, 2013",2017,NR,109 min,"Sci-Fi & Fantasy, Documentaries, Music & Musicals",A movie about identity set in India.
s843,Movie,Golden Code 843,Park Chan-wook,,Brazil,"March 28, 2020",2019,TV-MA,157 min,TV Dramas,A movie about crime set in Brazil.
s844,Movie,Frozen Shadow 844,Spike Lee,"Tom Hardy, Zendaya, Oscar Isaac",Italy,"October 09, 2021",1994,TV-Y7,171 min,"Reality TV, British TV Shows, TV Comedies",A movie about identity set in Italy.
s845,Movie,Velvet Code 845,Pedro Almodovar,"Saoirse Ronan, Idris Elba, Lupita Nyong'o",Argentina,"November 08, 2008",2010,TV-MA,147 min,"Romantic Movies, Horror Movies, TV Dramas",A movie about love set in Argentina.
s846,Movie,Bright Empire 846,Denis Villeneuve,"Florence Pugh, Mahershala Ali, Oscar Isaac, Idris Elba, Tilda Swinton",India,"October 19, 2010",2000,G,90 min,"Crime TV Shows, TV Dramas, Children & Family Movies",A movie about family set in India.
s847,Movie,Frozen Shadow 847,Hayao Miyazaki,"Oscar Isaac, Shah Rukh Khan, Tilda Swinton, Song Kang-ho",France,"December 02, 2020",2007,R,94 min,"Independent Movies, Action & Adventure, Crime TV Shows",A movie about survival set in France.
s848,Movie,Midnight Hour 848,Denis Villeneuve,"Daniel Kaluuya, Shah Rukh Khan, Idris Elba, Penelope Cruz",Philippines,"March 19, 2021",2004,R,132 min,"Music & Musicals, TV Dramas, Action & Adventure",A movie about crime set in Philippines.
s849,TV Show,Frozen Kingdom 849,Hayao Miyazaki,"Daniel Kaluuya, Lupita Nyong'o",Italy,"July 12, 2020",2010,,6 Seasons,"Sci-Fi & Fantasy, Children & Family Movies, Horror Movies",A tv show about love set in Italy.
s850,Movie,Iron Code 850,,"Song Kang-ho, Zendaya",Argentina,"June 19, 2012",2011,PG-13,54 min,TV Dramas,A movie about crime set in Argentina.
s851,Movie,Midnight Whisper 851,Christopher Nolan,"Penelope Cruz, Viola Davis, Song Kang-ho, Mahershala Ali",Indonesia,"May 29, 2017",2020,G,69 min,Stand-Up Comedy,A movie about survival set in Indonesia.
s852,TV Show,Lost Empire 852,Greta Gerwig,"Song Kang-ho, Saoirse Ronan, Florence Pugh",India,"December 23, 2011",2019,G,2 Seasons,"British TV Shows, Reality TV, International Movies",A tv show about identity set in India.
s853,TV Show,Silent Truth 853,Greta Gerwig,"Mahershala Ali, Penelope Cruz, Shah Rukh Khan",Australia,"August 08, 2017",2016,PG,9 Seasons,"Reality TV, Anime Series",A tv show about family set in Australia.
s854,Movie,Silent Promise 854,Denis Villeneuve,"Tilda Swinton, Mahershala Ali, Oscar Isaac, Penelope Cruz",Australia,"October 06, 2021",2008,TV-PG,122 min,"Action & Adventure, Comedies, Stand-Up Comedy",A movie about family set in Australia.
s855,Movie,Bright Project 855,,,Mexico,"February 23, 2013",2004,R,78 min,"Action & Adventure, Crime TV Shows, Independent Movies",A movie about love set in Mexico.
s856,Movie,Eternal Whisper 856,Pedro Almodovar,"Idris Elba, Tilda Swinton, Viola Davis, Saoirse Ronan, Florence Pugh",Nigeria,"August 04, 2016",2014,TV-Y7,81 min,"Horror Movies, Stand-Up Comedy",A movie about survival set in Nigeria.
s857,TV Show,Sacred Heart 857,Greta Gerwig,"Tom Hardy, Shah Rukh Khan, Idris Elba",Japan,"June 16, 2014",2003,TV-14,9 Season,Reality TV,A tv show about love set in Japan.
s858,TV Show,Crimson Project 858,,"Tom Hardy, Tilda Swinton, Saoirse Ronan",India,"March 07, 2008",1995,TV-Y,5 Seasons,Reality TV,A tv show about survival set in India.
s859,Movie,Frozen Promise 859,Hayao Miyazaki,"Zendaya, Shah Rukh Khan",Brazil,"March 13, 2015",2006,PG,188 min,"Children & Family Movies, British TV Shows, Documentaries",A movie about survival set in Brazil.
s860,Movie,Velvet Empire 860,Mira Nair,,Egypt,"June 02, 2020",2005,TV-Y,58 min,"Romantic Movies, Anime Series, Action & Adventure",A movie about power set in Egypt.
s861,Movie,Midnight Heart 861,Bong Joon-ho,"Idris Elba, Riz Ahmed, Tom Hardy",Japan,"September 17, 2020",2003,TV-PG,70 min,"Stand-Up Comedy, Crime TV Shows, Comedies",A movie about power set in Japan.
s862,Movie,Frozen Legacy 862,,"Mahershala Ali, Daniel Kaluuya, Song Kang-ho, Florence Pugh",China,"June 20, 2020",2009,TV-14,170 min,"Anime Series, British TV Shows, Horror Movies",A movie about crime set in China.
s863,TV Show,Hidden Garden 863,Mira Nair,"Daniel Kaluuya, Oscar Isaac, Mahershala Ali, Riz Ahmed",Egypt,"January 21, 2021",2018,,3 Seasons,International Movies,A tv show about family set in Egypt.
s864,Movie,Bright Code 864,Pedro Almodovar,"Penelope Cruz, Deepika Padukone",Australia,"July 09, 2020",2005,TV-MA,70 min,TV Dramas,A movie about survival set in Australia.
s865,TV Show,Golden Project 865,,"Viola Davis, Saoirse Ronan",Argentina,"June 11, 2018",2018,R,6 Seasons,"Romantic Movies, Horror Movies",A tv show about power set in Argentina.
s866,Movie,Bright Empire 866,Martin Scorsese,"Oscar Isaac, Song Kang-ho, Penelope Cruz, Tilda Swinton",Philippines,"November 13, 2020",2010,TV-14,133 min,Thrillers,A movie about power set in Philippines.
s867,Movie,Bright Project 867,,"Mahershala Ali, Tilda Swinton, Tom Hardy",South Korea,"June 21, 2019",2002,R,46 min,"Stand-Up Comedy, British TV Shows, Comedies",A movie about crime set in South Korea.
s868,Movie,Wild Kingdom 868,Christopher Nolan,"Saoirse Ronan, Mahershala Ali",South Korea,"April 29, 2018",2016,TV-PG,58 min,Music & Musicals,A movie about power set in South Korea.
s869,Movie,Midnight Kingdom 869,Christopher Nolan,"Viola Davis, Daniel Kaluuya, Oscar Isaac",Egypt,"September 10, 2015",2018,R,99 min,Sci-Fi & Fantasy,A movie about identity set in Egypt.
s870,Movie,Broken Whisper 870,,,Mexico,"April 28, 2010",1999,PG-13,90 min,Comedies,A movie about family set in Mexico.
s871,Movie,Frozen Hour 871,Pedro Almodovar,"Tom Hardy, Oscar Isaac, Tilda Swinton, Idris Elba",France,"June 03, 2016",1998,,196 min,TV Dramas,A movie about family set in France.
s872,TV Show,Dark Truth 872,,"Penelope Cruz, Mahershala Ali",Indonesia,"January 31, 2021",2021,TV-14,4 Seasons,Documentaries,A tv show about family set in Indonesia.
s873,Movie,Bright Whisper 873,Pedro Almodovar,"Saoirse Ronan, Song Kang-ho, Riz Ahmed, Tom Hardy",United Kingdom,"July 03, 2011",1991,TV-Y7,58 min,"Action & Adventure, TV Dramas",A movie about identity set in United Kingdom.
s874,Movie,Crimson Legacy 874,Martin Scorsese,"Zendaya, Mahershala Ali",United Kingdom,"April 01, 2021",1991,TV-PG,77 min,"Korean TV Shows, Action & Adventure",A movie about family set in United Kingdom.
s875,Movie,Dark Promise 875,Park Chan-wook,"Deepika Padukone, Mahershala Ali",Mexico,"April 25, 2009",1997,,137 min,"British TV Shows, Independent Movies",A movie about power set in Mexico.
s876,Movie,Broken City 876,Mira Nair,,Brazil,"July 14, 2017",2001,PG-13,167 min,Documentaries,A movie about family set in Brazil.
s877,Movie,Lost Kingdom 877,,,Nigeria,"August 24, 2012",1991,TV-Y,186 min,Action & Adventure,A movie about survival set in Nigeria.
s878,Movie,Sacred Kingdom 878,Hayao Miyazaki,"Song Kang-ho, Florence Pugh",Brazil,"April 28, 2011",1991,TV-14,132 min,"International Movies, Anime Series, Comedies",A movie about crime set in Brazil.
s879,Movie,Broken Heart 879,,,Australia,"January 26, 2009",2008,G,115 min,"Sci-Fi & Fantasy, Thrillers",A movie about survival set in Australia.
s880,Movie,Golden Garden 880,,"Mahershala Ali, Lupita Nyong'o, Riz Ahmed",Brazil,"August 19, 2017",2006,R,75 min,"Dramas, Crime TV Shows, Thrillers",A movie about power set in Brazil.
s881,TV Show,Sacred Garden 881,Anurag Kashyap,"Lupita Nyong'o, Riz Ahmed, Penelope Cruz, Zendaya, Florence Pugh",United Kingdom,"June 08, 2009",2005,TV-Y7,1 Season,"TV Comedies, Stand-Up Comedy",A tv show about survival set in United Kingdom.
s882,Movie,Eternal Hour 882,Christopher Nolan,"Zendaya, Oscar Isaac",Egypt,"August 28, 2013",1992,,112 min,"Horror Movies, Reality TV, Independent Movies",A movie about love set in Egypt.
s883,TV Show,Velvet Truth 883,Ava DuVernay,"Tom Hardy, Idris Elba, Song Kang-ho, Tilda Swinton",United Kingdom,"November 11, 2011",1992,NR,9 Season,"Sci-Fi & Fantasy, British TV Shows, TV Comedies",A tv show about identity set in United Kingdom.
s884,Movie,Wild Hour 884,,,Egypt,"April 19, 2017",2014,PG-13,71 min,"TV Comedies, Action & Adventure",A movie about crime set in Egypt.
s885,Movie,Hidden Empire 885,Mira Nair,"Idris Elba, Florence Pugh, Daniel Kaluuya",South Korea,"July 24, 2019",2008,TV-14,159 min,Comedies,A movie about power set in South Korea.
s886,TV Show,Hidden Promise 886,Park Chan-wook,"Zendaya, Tom Hardy, Lupita Nyong'o",China,"May 15, 2010",1995,TV-PG,1 Seasons,"Children & Family Movies, Action & Adventure, Reality TV",A tv show about love set in China.
s887,Movie,Iron Memory 887,Mira Nair,"Saoirse Ronan, Zendaya, Viola Davis, Riz Ahmed, Deepika Padukone",China,"March 07, 2021",2008,G,52 min,Reality TV,A movie about survival set in China.
s888,TV Show,Hidden Legacy 888,,"Mahershala Ali, Lupita Nyong'o, Zendaya, Daniel Kaluuya, Song Kang-ho",Egypt,"May 20, 2016",2018,G,3 Season,Children & Family Movies,A tv show about identity set in Egypt.
s889,Movie,Wild Whisper 889,Christopher Nolan,"Penelope Cruz, Daniel Kaluuya, Oscar Isaac",Indonesia,"November 19, 2009",2000,TV-Y7,196 min,"Romantic Movies, Stand-Up Comedy",A movie about identity set in Indonesia.
s890,TV Show,Silent Heart 890,Hayao Miyazaki,"Viola Davis, Saoirse Ronan, Tom Hardy, Oscar Isaac, Idris Elba",Canada,"December 25, 2009",2017,TV-Y,1 Seasons,"Horror Movies, Romantic Movies, British TV Shows",A tv show about family set in Canada.
s891,Movie,Sacred Memory 891,Bong Joon-ho,"Mahershala Ali, Viola Davis, Florence Pugh, Deepika Padukone, Oscar Isaac",Italy,"January 05, 2009",2016,PG-13,141 min,"Reality TV, Horror Movies",A movie about power set in Italy.
s892,Movie,Velvet Shadow 892,,"Saoirse Ronan, Viola Davis, Deepika Padukone, Tom Hardy",Australia,"March 12, 2011",2000,PG,193 min,Stand-Up Comedy,A movie about family set in Australia.
s893,Movie,Silent Empire 893,Mira Nair,"Lupita Nyong'o, Daniel Kaluuya, Penelope Cruz",Nigeria,"December 02, 2008",2017,PG-13,146 min,"Documentaries, Korean TV Shows",A movie about survival set in Nigeria.
s894,Movie,Midnight Shadow 894,,"Oscar Isaac, Viola Davis",Canada,"July 26, 2013",2012,NR,86 min,Stand-Up Comedy,A movie about love set in Canada.
s895,Movie,Wild Memory 895,Martin Scorsese,"Viola Davis, Zendaya, Saoirse Ronan",Nigeria,"June 16, 2015",1991,PG,116 min,"British TV Shows, Documentaries",A movie about family set in Nigeria.
s896,Movie,Midnight Shadow 896,Martin Scorsese,"Lupita Nyong'o, Tom Hardy, Florence Pugh, Oscar Isaac",United Kingdom,"November 10, 2018",1994,TV-PG,111 min,"Reality TV, Independent Movies, Music & Musicals",A movie about power set in United Kingdom.
s897,Movie,Frozen City 897,Hayao Miyazaki,"Song Kang-ho, Saoirse Ronan, Viola Davis",Turkey,"May 06, 2010",2004,NR,92 min,"TV Comedies, Children & Family Movies",A movie about identity set in Turkey.
s898,Movie,Iron Legacy 898,Bong Joon-ho,"Zendaya, Saoirse Ronan, Lupita Nyong'o, Penelope Cruz, Oscar Isaac",United Kingdom,"March 12, 2021",2006,TV-MA,73 min,Music & Musicals,A movie about crime set in United Kingdom.
s899,TV Show,Iron Promise 899,,"Mahershala Ali, Song Kang-ho, Daniel Kaluuya, Penelope Cruz, Riz Ahmed",,"August 22, 2018",1995,TV-MA,4 Seasons,"Reality TV, TV Comedies, Thrillers",A tv show about survival set in an unnamed place.
s900,Movie,Broken Memory 900,Christopher Nolan,"Tilda Swinton, Idris Elba, Oscar Isaac, Tom Hardy",United States,"April 29, 2021",2009,PG-13,180 min,"Children & Family Movies, Romantic Movies, International Movies",A movie about family set in United States.
s901,TV Show,Broken Hour 901,Ava DuVernay,"Riz Ahmed, Deepika Padukone, Penelope Cruz, Tom Hardy, Idris Elba",Germany,"December 20, 2014",2010,PG,8 Seasons,"Reality TV, Dramas",A tv show about identity set in Germany.
s902,Movie,Hidden Truth 902,Bong Joon-ho,"Riz Ahmed, Shah Rukh Khan",Brazil,"January 26, 2017",2014,TV-PG,152 min,"Sci-Fi & Fantasy, International Movies",A movie about love set in Brazil.
s903,Movie,Eternal Code 903,Bong Joon-ho,"Riz Ahmed, Shah Rukh Khan",Canada,"August 06, 2014",2001,TV-Y7,154 min,"British TV Shows, Sci-Fi & Fantasy",A movie about survival set in Canada.
s904,Movie,Eternal Code 904,,,,"March 29, 2010",1995,G,109 min,"Korean TV Shows, TV Comedies, International Movies",A movie about love set in an unnamed place.
s905,TV Show,Frozen Empire 905,,"Daniel Kaluuya, Mahershala Ali, Deepika Padukone, Lupita Nyong'o, Shah Rukh Khan",United Kingdom,"May 10, 2021",2012,TV-MA,5 Seasons,"Stand-Up Comedy, Children & Family Movies, Romantic Movies",A tv show about power set in United Kingdom.
s906,TV Show,Midnight Promise 906,Anurag Kashyap,,Spain,"September 26, 2018",2011,PG,7 Seasons,"International Movies, Anime Series, Reality TV",A tv show about family set in Spain.
s907,TV Show,Iron Promise 907,Greta Gerwig,"Oscar Isaac, Shah Rukh Khan, Viola Davis",Spain,"September 05, 2013",2013,PG-13,1 Season,"Children & Family Movies, Sci-Fi & Fantasy",A tv show about power set in Spain.
s908,Movie,Iron Heart 908,Anurag Kashyap,"Song Kang-ho, Shah Rukh Khan",France,"January 13, 2018",2008,NR,170 min,"Music & Musicals, Comedies, Anime Series",A movie about survival set in France.
s909,TV Show,Broken Truth 909,,"Daniel Kaluuya, Shah Rukh Khan, Tom Hardy",China,"October 22, 2011",1994,PG,1 Seasons,Comedies,A tv show about identity set in China.
s910,TV Show,Crimson Project 910,,"Viola Davis, Penelope Cruz, Oscar Isaac",Spain,"March 25, 2020",1999,R,6 Seasons,"Dramas, International Movies",A tv show about power set in Spain.
s911,TV Show,Golden Kingdom 911,Ava DuVernay,"Daniel Kaluuya, Lupita Nyong'o, Saoirse Ronan, Zendaya, Viola Davis",Brazil,"April 03, 2014",2006,PG,5 Season,Reality TV,A tv show about crime set in Brazil.
s912,TV Show,Bright Whisper 912,Spike Lee,"Zendaya, Mahershala Ali, Florence Pugh",United States,"March 10, 2015",2005,TV-14,3 Seasons,"Korean TV Shows, Children & Family Movies, Reality TV",A tv show about power set in United States.
s913,Movie,Velvet Code 913,Mira Nair,"Viola Davis, Saoirse Ronan, Idris Elba",France,"May 07, 2010",2007,TV-PG,109 min,"Horror Movies, International Movies",A movie about love set in France.
s914,TV Show,Velvet Legacy 914,Hayao Miyazaki,"Lupita Nyong'o, Shah Rukh Khan, Song Kang-ho",Spain,"August 26, 2011",2005,TV-14,3 Seasons,"Reality TV, British TV Shows, Dramas",A tv show about survival set in Spain.
s915,TV Show,Silent City 915,Anurag Kashyap,"Penelope Cruz, Shah Rukh Khan",India,"May 02, 2008",2001,TV-MA,1 Season,"TV Comedies, Anime Series, Stand-Up Comedy",A tv show about survival set in India.
s916,Movie,Bright Empire 916,Park Chan-wook,"Florence Pugh, Viola Davis, Tom Hardy, Lupita Nyong'o, Zendaya",South Korea,"January 31, 2010",2008,R,186 min,"Crime TV Shows, Horror Movies",A movie about power set in South Korea.
s917,TV Show,Velvet Legacy 917,Spike Lee,"Penelope Cruz, Idris Elba, Saoirse Ronan",Philippines,"March 11, 2010",1992,,1 Seasons,"Romantic Movies, Dramas",A tv show about family set in Philippines.
s918,TV Show,Hidden Whisper 918,Mira Nair,"Tilda Swinton, Tom Hardy",India,"September 29, 2016",2017,TV-14,1 Seasons,"TV Dramas, Sci-Fi & Fantasy",A tv show about love set in India.
s919,TV Show,Golden Project 919,Bong Joon-ho,"Zendaya, Lupita Nyong'o",Italy,"April 07, 2021",2007,TV-Y7,1 Seasons,TV Dramas,A tv show about identity set in Italy.
s920,TV Show,Broken Shadow 920,Greta Gerwig,"Florence Pugh, Shah Rukh Khan, Penelope Cruz, Oscar Isaac, Deepika Padukone",Nigeria,"September 20, 2017",1997,TV-Y7,2 Season,"Independent Movies, Stand-Up Comedy",A tv show about crime set in Nigeria.
s921,Movie,Dark Kingdom 921,Hayao Miyazaki,,France,,1995,PG,161 min,"Korean TV Shows, Independent Movies, Reality TV",A movie about crime set in France.
s922,Movie,Hidden Kingdom 922,Martin Scorsese,"Saoirse Ronan, Viola Davis, Florence Pugh, Deepika Padukone",Nigeria,"August 22, 2010",2019,PG-13,68 min,"Documentaries, British TV Shows, Sci-Fi & Fantasy",A movie about survival set in Nigeria.
s923,Movie,Sacred Kingdom 923,,"Lupita Nyong'o, Viola Davis, Oscar Isaac",Italy,"October 09, 2017",2007,TV-PG,199 min,"Crime TV Shows, Korean TV Shows",A movie about identity set in Italy.
s924,Movie,Lost Truth 924,Greta Gerwig,"Lupita Nyong'o, Zendaya, Shah Rukh Khan, Viola Davis",Brazil,"May 12, 2016",2021,TV-MA,126 min,"Korean TV Shows, Documentaries",A movie about love set in Brazil.
s925,TV Show,Silent Promise 925,Denis Villeneuve,"Tom Hardy, Mahershala Ali",,"December 03, 2012",2011,TV-MA,8 Season,Children & Family Movies,A tv show about survival set in an unnamed place.
s926,TV Show,Frozen Promise 926,Mira Nair,"Tom Hardy, Daniel Kaluuya, Viola Davis, Deepika Padukone",Nigeria,"November 14, 2013",2018,TV-PG,7 Season,"TV Dramas, Dramas, British TV Shows",A tv show about love set in Nigeria.
s927,Movie,Eternal Legacy 927,Martin Scorsese,,United States,"May 27, 2018",1996,TV-14,125 min,Stand-Up Comedy,A movie about love set in United States.
